application_key,fixture,status,old_weighted_score,new_weighted_score,old_final_score,new_final_score,old_tier,new_tier,old_lane,new_lane,old_approval,new_approval,old_floors,new_floors,factor_deltas,sentinel_acquisitions,sentinel_removals,classification,explanation,expected
8f9df11869da7eeb,False,draft,33.0,33.0,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_elevated_jurisdiction""]","[""floor_rule_elevated_jurisdiction""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:90897ee0e109"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:d6dfc6a0654c"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
c0facfc895bf345a,False,pricing_review,18.7,16.7,18.7,16.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],"{""monthly_volume"":{""new"":1.0,""old"":2.0}}","[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,approved mapping/parser change: monthly_volume; new fail-closed unresolved sentinel,True
12abab497509cc3a,False,pricing_review,27.7,27.7,27.7,27.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:9b4aa98957a8"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_monthly_volume:f9c6566e431d"",""stale:unmapped_ownership:8fb2f1802261"",""stale:unmapped_sector:a24dd1d3436f""]",[],BLOCKED,new fail-closed unresolved sentinel,True
8bd2bbe2a356545d,False,draft,16.0,16.0,16.0,16.0,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:341171ee7c9e"",""stale:unmapped_entity_type:949260d787d5"",""stale:unmapped_monthly_volume:f9c6566e431d"",""stale:unmapped_ownership:241cc254ab91"",""stale:unmapped_sector:7f1b438f89c0"",""stale:unmapped_service:b31f77b68983"",""stale:unmapped_service:b6f0d36c88f8""]",[],BLOCKED,new fail-closed unresolved sentinel,True
5c8d0d45909892ad,False,kyc_submitted,18.0,18.0,18.0,18.0,LOW,LOW,Fast Lane,Fast Lane,compliance_required,blocked,[],[],{},"[""stale:unmapped_complexity:50b8d840eb46"",""stale:unmapped_entity_type:949260d787d5"",""stale:unmapped_introduction:71de0467a4c0"",""stale:unmapped_monthly_volume:07476259adc2"",""stale:unmapped_sector:1946efb6e157"",""stale:unmapped_service:84eafd1f0885"",""stale:unmapped_service:8d8e0613829a""]",[],BLOCKED,new fail-closed unresolved sentinel; approved compliance-review classification,True
4b1e8d7cbcddceb0,False,kyc_documents,30.7,28.7,30.7,28.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],"{""monthly_volume"":{""new"":1.0,""old"":2.0}}","[""stale:unmapped_complexity:9b4aa98957a8"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_sector:c684ce75c5a9""]",[],BLOCKED,approved mapping/parser change: monthly_volume; new fail-closed unresolved sentinel,True
182c0f34643fedd9,False,pricing_review,37.0,37.0,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_high_risk_sector""]","[""floor_rule_high_risk_sector""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:a06461cf6986"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:bab7b20e422d""]",[],BLOCKED,new fail-closed unresolved sentinel,True
07daadb00b0d9330,True,edd_required,32.0,32.0,55.0,55.0,HIGH,HIGH,EDD,EDD,dual_control_required,blocked,"[""floor_rule_elevated_jurisdiction""]","[""floor_rule_elevated_jurisdiction""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:ececb8d6da81"",""stale:unmapped_ownership:22d9ccd17f59""]",[],BLOCKED,new fail-closed unresolved sentinel; approved compliance-review classification,True
88e0188c197b3577,False,pricing_review,32.3,32.3,32.3,32.3,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:8fb2f1802261"",""stale:unmapped_sector:a24dd1d3436f""]",[],BLOCKED,new fail-closed unresolved sentinel,True
ae3bd114af052b5c,False,draft,46.0,44.0,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,[],[],"{""monthly_volume"":{""new"":2.0,""old"":3.0}}",[],[],READY_AFTER_DATA_CLEANUP,approved mapping/parser change: monthly_volume,True
4f68e3736e65e07a,False,draft,29.7,29.7,29.7,29.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:e47d8421afd9"",""stale:unmapped_sector:5f08b280ee06""]",[],BLOCKED,new fail-closed unresolved sentinel,True
1b8c73cbcae001b0,False,kyc_submitted,27.7,27.7,27.7,27.7,LOW,LOW,Fast Lane,Fast Lane,direct_low_medium,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
ebcf91bb7661e9bc,False,pre_approval_review,18.7,16.7,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""material_screening_disposition_floor""]","[""material_screening_disposition_floor""]","{""monthly_volume"":{""new"":1.0,""old"":2.0}}","[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,approved mapping/parser change: monthly_volume; new fail-closed unresolved sentinel,True
cecd1e510471b174,False,pricing_review,30.5,28.5,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_declared_pep""]","[""floor_rule_declared_pep""]","{""ownership"":{""new"":1.0,""old"":2.0}}","[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,approved mapping/parser change: ownership; new fail-closed unresolved sentinel,True
d592337face7c474,False,pre_approval_review,18.2,23.5,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_declared_pep""]","[""floor_rule_declared_pep""]","{""service"":{""new"":3.0,""old"":1.0}}","[""stale:unmapped_complexity:c26ab08f5a80"",""stale:unmapped_entity_type:949260d787d5"",""stale:unmapped_introduction:71de0467a4c0"",""stale:unmapped_monthly_volume:07476259adc2"",""stale:unmapped_sector:1946efb6e157"",""stale:unmapped_service:84eafd1f0885"",""stale:unmapped_service:8d8e0613829a""]",[],BLOCKED,approved mapping/parser change: service; new fail-closed unresolved sentinel,True
e68e2dc174590387,False,kyc_documents,27.7,27.7,27.7,27.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
02324ce8d1a294ae,False,kyc_documents,35.2,35.2,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_declared_pep""]","[""floor_rule_declared_pep""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
a00ca2505a63bc5a,False,draft,23.0,23.0,23.0,23.0,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:a112e8555ff3"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:1bf83192bce9"",""stale:unmapped_sector:c96391dfd61c""]",[],BLOCKED,new fail-closed unresolved sentinel,True
74e18d14e89a9426,False,pre_approval_review,27.3,27.3,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_edd_routing""]","[""floor_rule_edd_routing""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:ececb8d6da81"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
ba209dd969e01b32,False,draft,37.3,37.3,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_high_risk_sector""]","[""floor_rule_high_risk_sector""]",{},"[""stale:unmapped_complexity:b0cff8006671"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:bacfb39f014d"",""stale:unmapped_sector:8f189bbfcb81""]",[],BLOCKED,new fail-closed unresolved sentinel,True
8f0f96a92318f68b,False,kyc_documents,26.7,22.7,26.7,22.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],"{""entity_type"":{""new"":3.0,""old"":4.0},""monthly_volume"":{""new"":1.0,""old"":2.0}}",[],[],READY,"approved mapping/parser change: entity_type, monthly_volume",True
29ba13fff52ceb97,False,draft,16.0,16.0,16.0,16.0,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:341171ee7c9e"",""stale:unmapped_entity_type:949260d787d5"",""stale:unmapped_monthly_volume:f9c6566e431d"",""stale:unmapped_ownership:241cc254ab91"",""stale:unmapped_sector:7f1b438f89c0"",""stale:unmapped_service:b31f77b68983"",""stale:unmapped_service:b6f0d36c88f8""]",[],BLOCKED,new fail-closed unresolved sentinel,True
69b352b2c014add6,False,draft,31.0,31.0,31.0,31.0,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:519ef2b3cb13"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:c36806e981e5"",""stale:unmapped_sector:c684ce75c5a9""]",[],BLOCKED,new fail-closed unresolved sentinel,True
62b66c200f02d115,False,pre_approval_review,18.0,18.0,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_edd_routing"",""material_screening_disposition_floor""]","[""floor_rule_edd_routing"",""material_screening_disposition_floor""]",{},"[""stale:unmapped_complexity:9b4aa98957a8"",""stale:unmapped_entity_type:a112e8555ff3"",""stale:unmapped_monthly_volume:42a2fd8c99f6""]",[],BLOCKED,new fail-closed unresolved sentinel,True
8c13999a3bdb6fc4,False,kyc_documents,30.7,30.7,30.7,30.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:ececb8d6da81"",""stale:unmapped_sector:8880c476be5f""]",[],BLOCKED,new fail-closed unresolved sentinel,True
2abd71e6392dadda,False,kyc_documents,30.7,28.7,30.7,28.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],"{""monthly_volume"":{""new"":1.0,""old"":2.0}}","[""stale:unmapped_complexity:9b4aa98957a8"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_sector:c684ce75c5a9""]",[],BLOCKED,approved mapping/parser change: monthly_volume; new fail-closed unresolved sentinel,True
8eed5fc5769a6bfe,False,pricing_review,35.2,35.2,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_declared_pep""]","[""floor_rule_declared_pep""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
605a85abef6c58bf,False,kyc_documents,23.7,21.7,23.7,21.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],"{""monthly_volume"":{""new"":1.0,""old"":2.0}}",[],[],READY,approved mapping/parser change: monthly_volume,True
14244eda5082726f,False,pricing_review,26.0,26.0,55.0,55.0,HIGH,HIGH,EDD,EDD,blocked,blocked,"[""floor_rule_edd_routing"",""material_screening_disposition_floor""]","[""floor_rule_edd_routing"",""material_screening_disposition_floor""]",{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:6c6e96253195"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:382d6bdb63a5""]",[],BLOCKED,new fail-closed unresolved sentinel,True
a0d6513843277462,False,draft,29.3,29.3,29.3,29.3,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:21d8f85ac7b7"",""stale:unmapped_ownership:7eb765204e18"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
2f6c8b578b45cc13,False,pricing_review,27.7,27.7,27.7,27.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,new fail-closed unresolved sentinel,True
93064d6af2808db1,False,kyc_documents,18.7,16.7,18.7,16.7,LOW,LOW,Fast Lane,Fast Lane,blocked,blocked,[],[],"{""monthly_volume"":{""new"":1.0,""old"":2.0}}","[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_sector:7f1b438f89c0""]",[],BLOCKED,approved mapping/parser change: monthly_volume; new fail-closed unresolved sentinel,True
301e124286292469,True,edd_required,33.0,33.0,33.0,33.0,LOW,LOW,Fast Lane,Fast Lane,compliance_required,blocked,[],[],{},"[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_monthly_volume:9a9f7e2d21c8"",""stale:unmapped_ownership:1bf83192bce9""]",[],BLOCKED,new fail-closed unresolved sentinel; approved compliance-review classification,True
2e3a43f3fe75c42d,True,edd_required,50.0,48.0,70.0,70.0,VERY_HIGH,VERY_HIGH,EDD,EDD,dual_control_required,blocked,"[""floor_rule_sanctioned_country:iran""]","[""floor_rule_sanctioned_country:iran""]","{""monthly_volume"":{""new"":1.0,""old"":2.0}}","[""stale:unmapped_complexity:e6e76809352b"",""stale:unmapped_entity_type:d2e8adaee888"",""stale:unmapped_introduction:fa2ea61f23c6"",""stale:unmapped_ownership:311e036a804d"",""stale:unmapped_sector:cd8bf2919454""]",[],BLOCKED,approved mapping/parser change: monthly_volume; new fail-closed unresolved sentinel; approved compliance-review classification,True
